_Language,English,Simplified Chinese,,Language name - in English
GMStdPartTypeSpeed_Story_1,"Set speed of particle type ${type} from min ${minspeed} to max ${maxspeed} with increase $(incr} and wiggle ${wiggle}",“将粒子类型${type}的速度从最小${minSpeed}设置为最大${MAXSpeed}，并增加$(incr}和wigger${wiggle}”,,dnd story text
GMStdPartTypeSpeed_Story_2,"Set speed of particle type ${type} from min ${minspeed} to max ${maxspeed} with increase $(incr} and wiggle ${wiggle} on ${applyto}",“将粒子类型${type}的速度从最小${minSpeed}设置为最大${MAXSpeed}，并在${applyto}上增加$(incr}和wigger${wiggle}”,,dnd story text
GMStdPartTypeDirection_Story_1,"Set direction of particle type ${type} from min ${mindir} to max ${maxdir} with rotation $(incr} and wiggle ${wiggle}",“将粒子类型${type}的方向从最小${Mindir}设置为最大${maxdir}，旋转$(incr}和摆动${Wiggle}”,,dnd story text
GMStdPartTypeDirection_Story_2,"Set direction of particle type ${type} from min ${mindir} to max ${maxdir} with rotation $(incr} and wiggle ${wiggle} on ${applyto}",“在${applyto}上设置粒子类型${type}的方向，从最小${mindir}到最大${maxdir}，旋转$(incr})，摆动${wigger}”,,dnd story text
GMStdPartTypeOrientation_Story_1,"Set relative orientation of particle type ${type} from min ${minangle} to max ${maxangle} with rotation $(incr} and wiggle ${wiggle}",“将粒子类型${type}的相对方向从最小${minangle}设置为最大${maxangle}，旋转$(incr}和摆动${wigger}”,,dnd story text
GMStdPartTypeOrientation_Story_2,"Set relative orientation of particle type ${type} from min ${minangle} to max ${maxangle} with rotation $(incr} and wiggle ${wiggle} on ${applyto}",“将粒子类型${type}的相对方向从最小${minangle}设置为最大${maxangle}，旋转$(incr})，并在${applyto}上摆动${wigger}”,,dnd story text
GMStdPartTypeOrientation_Story_3,"Set orientation of particle type ${type} from min ${minangle} to max ${maxangle} with rotation $(incr} and wiggle ${wiggle}",“将粒子类型${type}的方向从最小${minangle}设置为最大${maxangle}，旋转$(incr}和摆动${wigger}”,,dnd story text
GMStdPartTypeOrientation_Story_4,"Set orientation of particle type ${type} from min ${minangle} to max ${maxangle} with rotation $(incr} and wiggle ${wiggle} on ${applyto}",“在${applyto}上将粒子类型${type}的方向从最小${minangle}设置为最大${maxangle}，旋转为$(incr})，摆动为${wiggle}”,,dnd story text
GMStdPartTypeGravity_Story_1,"Set gravity of particle type ${type} to ${amount} in direction ${direction}",“将粒子类型${type}的重力设置为${Amount}，方向为${Direction}”,,dnd story text
GMStdPartTypeGravity_Story_2,"Set gravity of particle type ${type} to ${amount} in direction ${direction} on ${applyto}",“在${applyto}上将粒子类型${type}的重力设置为${Amount}，方向为${Direction}”,,dnd story text
GMStdPartTypeSecondary_Story_1,"Create ${count} secondary particles from type ${type} of type ${secondary} per step",“每步从类型${type}、类型${Second}创建${count}个次级粒子”,,dnd story text
GMStdPartTypeSecondary_Story_2,"Create ${count} secondary particles from type ${type} of type ${secondary} per step on ${applyto}",“在${applyto}上的每个步骤中，从${type}类型${Second}创建${count}个次级粒子”,,dnd story text
GMStdPartTypeSecondary_Story_3,"Create ${count} secondary particles from type ${type} of type ${secondary} on death",“从类型${type}、类型为${Second}的${count}次级粒子在死亡时创建${count}个次级粒子”,,dnd story text
GMStdPartTypeSecondary_Story_4,"Create ${count} secondary particles from type ${type} of type ${secondary} on death on ${applyto}",“在${applyto}上死亡时，从${type}类型${Second}创建${count}次级粒子”,,dnd story text
GMStdPartCreateBurst_Story_1,"Burst ${number} particles of type ${type} in system ${system} at ${dnd_position}",“在系统${system}的${DND_POSITION}处爆发${number}个${type}类型的粒子”,,dnd story text
GMStdPartCreateBurst_Story_2,"Burst ${number} particles of type ${type} in system ${system} at ${dnd_position} on ${applyto}",“爆发${applyto}上${dnd_position}处的系统${system}中${type}类型的${number}个粒子”,,dnd story text
GMStdPartEmitCreate_Story_1,"Create a particle emitter in system ${system} into ${emitter}",“将系统${system}中的粒子发射器创建到${emitter}”,,dnd story text
GMStdPartEmitCreate_Story_2,"Create a particle emitter in system ${system} into ${emitter} on ${applyto}",“将系统${system}中的粒子发射器创建到${applyto}上的${emitter}”,,dnd story text
GMStdPartEmitCreate_Story_3,"Create a particle emitter in system ${system} into temp ${emitter}",“在系统${system}中将粒子发射器创建到临时${emitter}”,,dnd story text
GMStdPartEmitCreate_Story_4,"Create a particle emitter in system ${system} into temp ${emitter} on ${applyto}",“将系统${system}中的粒子发射器创建到${applyto}上的临时${emitter}”,,dnd story text
GMStdPartEmitDestroy_Story_1,"Destroy particle emitter ${emitter} in system ${system}",“销毁系统${system}中的粒子发射器${emitter}”,,dnd story text
GMStdPartEmitDestroy_Story_2,"Destroy particle emitter ${emitter} in system ${system} on ${applyto}",“销毁${applyto}上系统${system}中的粒子发射器${emitter}”,,dnd story text
GMStdPartEmitterEmit_Story_1,"Burst ${number} particles of type ${type} from emitter ${emitter} in system ${system}",“从系统${system}中的发射器${emitter}爆发${number}个${type}类型的粒子”,,dnd story text
GMStdPartEmitterEmit_Story_2,"Burst ${number} particles of type ${type} from emitter ${emitter} in system ${system} on ${applyto}",“从${applyto}上系统${system}中的发射器${emitter}爆发${type}类型的${number}粒子”,,dnd story text
GMStdPartEmitterEmit_Story_3,"Stream ${number} particles of type ${type} from emitter ${emitter} in system ${system}",“从系统${system}中的发射器${emitter}流式传输${type}类型的${number}粒子”,,dnd story text
GMStdPartEmitterEmit_Story_4,"Stream ${number} particles of type ${type} from emitter ${emitter} in system ${system} on ${applyto}",“从${applyto}上系统${system}中的发射器${emitter}流式传输${type}类型的${number}粒子”,,dnd story text
GMStdPartEmitRegion_Story_1,"Emit from ${emitter} in system ${system} in a rectangular shape with linear distribution",“从系统${system}中的${emitter}发射呈线性分布的矩形”,,dnd story text
GMStdPartEmitRegion_Story_2,"Emit from ${emitter} in system ${system} in a rectangular shape with linear distribution on ${applyto}",“从系统${system}中的${emitter}发射，呈矩形，在${applyto}上呈线性分布”,,dnd story text
GMStdPartEmitRegion_Story_3,"Emit from ${emitter} in system ${system} in a rectangular shape with gaussian distribution",“从系统${system}中的${emitter}发射，呈高斯分布的矩形”,,dnd story text
GMStdPartEmitRegion_Story_4,"Emit from ${emitter} in system ${system} in a rectangular shape with gaussian distribution on ${applyto}",“从系统${system}中的${emitter}发射，呈矩形，在${applyto}上呈高斯分布”,,dnd story text
GMStdPartEmitRegion_Story_5,"Emit from ${emitter} in system ${system} in a rectangular shape with inverse gaussian distribution",“从系统${system}中的${emitter}以反高斯分布的矩形发射”,,dnd story text
GMStdPartEmitRegion_Story_6,"Emit from ${emitter} in system ${system} in a rectangular shape with inverse gaussian distribution on ${applyto}",“从系统${system}中的${emitter}发射，呈矩形，在${applyto}上呈逆高斯分布”,,dnd story text
GMStdPartEmitRegion_Story_7,"Emit from ${emitter} in system ${system} in a elliptical shape with linear distribution",“从系统${system}中的${emitter}发射呈线性分布的椭圆形”,,dnd story text
GMStdPartEmitRegion_Story_8,"Emit from ${emitter} in system ${system} in a elliptical shape with linear distribution on ${applyto}",“从系统${system}中的${emitter}发射，呈椭圆形，在${applyto}上呈线性分布”,,dnd story text
GMStdPartEmitRegion_Story_9,"Emit from ${emitter} in system ${system} in a elliptical shape with gaussian distribution",“从系统${system}中的${emitter}发射，呈高斯分布的椭圆形”,,dnd story text
GMStdPartEmitRegion_Story_10,"Emit from ${emitter} in system ${system} in a elliptical shape with gaussian distribution on ${applyto}",“从系统${system}中的${emitter}发射，呈椭圆形，在${applyto}上呈高斯分布”,,dnd story text
GMStdPartEmitRegion_Story_11,"Emit from ${emitter} in system ${system} in a elliptical shape with inverse gaussian distribution",“从系统${system}中的${emitter}发射，呈椭圆形，呈逆高斯分布”,,dnd story text
GMStdPartEmitRegion_Story_12,"Emit from ${emitter} in system ${system} in a elliptical shape with inverse gaussian distribution on ${applyto}",“从系统${system}中的${emitter}发射，呈椭圆形，在${applyto}上呈逆高斯分布”,,dnd story text
GMStdPartEmitRegion_Story_13,"Emit from ${emitter} in system ${system} in a diamond shape with linear distribution",“从系统${system}中的${emitter}发射，呈菱形，呈线性分布”,,dnd story text
GMStdPartEmitRegion_Story_14,"Emit from ${emitter} in system ${system} in a diamond shape with linear distribution on ${applyto}",“从系统${system}中的${emitter}发射，呈菱形，在${applyto}上呈线性分布”,,dnd story text
GMStdPartEmitRegion_Story_15,"Emit from ${emitter} in system ${system} in a diamond shape with gaussian distribution",“从系统${system}中的${emitter}以高斯分布的菱形发射”,,dnd story text
GMStdPartEmitRegion_Story_16,"Emit from ${emitter} in system ${system} in a diamond shape with gaussian distribution on ${applyto}",“从系统${system}中的${emitter}发射，呈菱形，在${applyto}上呈高斯分布”,,dnd story text
GMStdPartEmitRegion_Story_17,"Emit from ${emitter} in system ${system} in a diamond shape with inverse gaussian distribution",“从系统${system}中的${emitter}发射，呈菱形，呈逆高斯分布”,,dnd story text
GMStdPartEmitRegion_Story_18,"Emit from ${emitter} in system ${system} in a diamond shape with inverse gaussian distribution on ${applyto}",“从系统${system}中的${emitter}发射，呈菱形，在${applyto}上呈逆高斯分布”,,dnd story text
GMStdPartEmitRegion_Story_19,"Emit from ${emitter} in system ${system} in a straight line with linear distribution",“从系统${system}中的${emitter}以线性分布直线发射”,,dnd story text
GMStdPartEmitRegion_Story_20,"Emit from ${emitter} in system ${system} in a straight line with linear distribution on ${applyto}",“从系统${system}中的${emitter}以直线形式发射，在${applyto}上呈线性分布”,,dnd story text
GMStdPartEmitRegion_Story_21,"Emit from ${emitter} in system ${system} in a straight line with gaussian distribution",“从系统${system}中的${emitter}以高斯分布直线发射”,,dnd story text
GMStdPartEmitRegion_Story_22,"Emit from ${emitter} in system ${system} in a straight line with gaussian distribution on ${applyto}",“从系统${system}中的${emitter}以直线发射，在${applyto}上呈高斯分布”,,dnd story text
GMStdPartEmitRegion_Story_23,"Emit from ${emitter} in system ${system} in a straight line with inverse gaussian distribution",“从系统${system}中的${emitter}以反高斯分布直线发射”,,dnd story text
GMStdPartEmitRegion_Story_24,"Emit from ${emitter} in system ${system} in a straight line with inverse gaussian distribution on ${applyto}",“从系统${system}中的${emitter}以直线发射，在${applyto}上呈逆高斯分布”,,dnd story text
GMStdEffect_Story_1,"Show effect at ${dnd_position}",“在${DND_POSITION}显示效果”,,dnd story text
GMStdEffect_Story_2,"Show effect at ${dnd_position} on ${applyto}",“在${applyto}上的${DND_POSITION}显示效果”,,dnd story text
GMStdConstructor,"Constructor",“构造函数”,,dnd function label for constructor
GMStdStatic,"Static",“静态”,,dnd function label for static
GMStdTemp,"Temp",“临时”,,dnd function label for temp
GMStdDeclFunction_Desc,"Declare a new function",“声明新函数”,,dnd declare a new function
GMStdDeclFunction_Name,"Declare A New Function",“声明新函数”,,dnd declare a new function
GMStdDeclFunction_Story,"Declare a new function ${funcName}",“声明新函数${funcName}”,,dnd declare a new function
